acct_id,product,reason
00066d27b47ecc82f8097701b5f36247336cdc1afe40aae0b92c1d2dd69fec6e,Whole-Home Wi-Fi,You have more than 10 connected devices.
000681e817ca1af92f83c0eb43d241ee47e7edbb3826d33d1dd8b80406000f16,Whole-Home Wi-Fi,You have more than 10 connected devices.
0006b27072c3e707893675bff544a2486d931b25a4b11e735156577f207f56b7,Whole-Home Wi-Fi,You have more than 10 connected devices.
0006b4c3fa844242905f265e1ec7c65401aeb4cea083284445005e3c3c2a2387,Whole-Home Wi-Fi,You have more than 10 connected devices.
0006bb81bf92d29f5848a7cfd366f65f3a065130bc2e558b134c4d089530b0e9,Whole-Home Wi-Fi,You have more than 10 connected devices.
0006c6053ec49533e39f29fb1dd455a001c03c636c7fbcb5b9560fbcb479b1d4,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
0006f5bb5a6bb372c3a2047f44d5adb8cfbaaa5f6b70c6ae44eaf93f0bbf887e,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
0006f5bb5a6bb372c3a2047f44d5adb8cfbaaa5f6b70c6ae44eaf93f0bbf887e,Whole-Home Wi-Fi,You have more than 10 connected devices.
000700f63c152f4323b92034451b2e1a5aba369e49b296da1df66938b962ef0c,Whole-Home Wi-Fi,You have more than 10 connected devices.
00070294d0a456c26dcaf93d50c6a2aee02acff8a124bdbb5ed0db2c29658612,Whole-Home Wi-Fi,You have more than 10 connected devices.
000714c8b33086ffa6583fc39ad0599768ffe43934fd3d392d596e2a7ad88dd3,Whole-Home Wi-Fi,You have more than 10 connected devices.
000719819723276c256b49f5b732daf0f1991b5c2267e30522ab6e229a8c14e7,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
000719819723276c256b49f5b732daf0f1991b5c2267e30522ab6e229a8c14e7,Whole-Home Wi-Fi,Your signal strength is weak; Whole-Home Wi-Fi can improve signal coverage.
00074777b9dc87c04d5c2730f103117c2c977b9b2d3e6dfa1e07249b0bca7a2d,Whole-Home Wi-Fi,You have more than 10 connected devices.
00074a3eac3f7408fa8b8a366bdaa5718d58dc540a2eaba67eb8c1b271f3a5a7,Whole-Home Wi-Fi,You have more than 10 connected devices.
0007554686fa53d89f5dfb0197a3b8f057f7c977977aaee80daa4f7be420945a,Whole-Home Wi-Fi,You have more than 10 connected devices.
000759ee9c9894c7bfe2fa8a5916339ad8e23dcbc8a32b5a3095f33dc67bba1d,Whole-Home Wi-Fi,You have more than 10 connected devices.
000778c96a885891d2f2834b3e23ed0c3ea6cca2d5d4ee550bd6f9acda75dd76,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
000778c96a885891d2f2834b3e23ed0c3ea6cca2d5d4ee550bd6f9acda75dd76,Whole-Home Wi-Fi,You have more than 10 connected devices.
0007a4c6179d9086a6c4b491e24b92505bf585e9e72eee1c488dc6fb98a9162b,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
0007a4c6179d9086a6c4b491e24b92505bf585e9e72eee1c488dc6fb98a9162b,Whole-Home Wi-Fi,You have more than 10 connected devices.
0007b34e809a61cb5ae16dde03bc1007644f87d17efc0380f84c2193dfe2caf1,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
0007b34e809a61cb5ae16dde03bc1007644f87d17efc0380f84c2193dfe2caf1,Whole-Home Wi-Fi,You have more than 10 connected devices.
0007c239cd69d480c0987746db265a95728bbebabdc175e1f7b5a6c9c55937d6,Whole-Home Wi-Fi,You have more than 10 connected devices.
0007d0ba69f66ca0d3caa6ce71f9baa2ee6e78f7ffab7fb2e24fefba41dc6f52,Whole-Home Wi-Fi,You have more than 10 connected devices.
00080b64d52eba0df528c5f2d02f9067e038ed938f558882004de7b870760a08,Whole-Home Wi-Fi,You have more than 10 connected devices.
00080dae34fdea17aece1619993ef362ea9194a4f3aa9f020519f7e63cc2a5fb,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
000812a07765e3c9b4fda28aa81aa0b6f0b628b2a129ffceac2ce2a2a0b9efaf,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
000812a07765e3c9b4fda28aa81aa0b6f0b628b2a129ffceac2ce2a2a0b9efaf,Whole-Home Wi-Fi,You have more than 10 connected devices.
000817cdb722d7f82af4326475520fecaf52ecc2070999170c83ac15216748af,Whole-Home Wi-Fi,You have more than 10 connected devices.
00081e804d735aed4f0512bb2a73d11746c196d7979bf13c247a878589079bef,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
00081e804d735aed4f0512bb2a73d11746c196d7979bf13c247a878589079bef,Whole-Home Wi-Fi,You have more than 10 connected devices.
000821070c27e873ce8b0d76500fa7293a3b4c466086f2ef00ab1c3063bdf41c,Whole-Home Wi-Fi,You have more than 10 connected devices.
000847a9d3db81ee82e2d70f0da9953fc263fec8f2f02e71cae3bde65c420064,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
000847a9d3db81ee82e2d70f0da9953fc263fec8f2f02e71cae3bde65c420064,Whole-Home Wi-Fi,You have more than 10 connected devices.
00085d95d1105dfe72b5c69bbc57dc52e44350e8eaa906574e69a6fbd5cec41e,Whole-Home Wi-Fi,You have more than 10 connected devices.
00088250a596ef8c4cdc118c6974e1111cc37ef709ae15d2ce2b671fca652d0f,Whole-Home Wi-Fi,You have more than 10 connected devices.
0008d7379e7253a65bb2f2c697f626f9402bd295eb309accaa99ed748086ee31,Whole-Home Wi-Fi,You have more than 10 connected devices.
0008fa7db4aafbc470e1e110f7c4ebc63cd53fc5207f9c39ad4c4b4d68cbcb78,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
0008fa7db4aafbc470e1e110f7c4ebc63cd53fc5207f9c39ad4c4b4d68cbcb78,Whole-Home Wi-Fi,You have more than 10 connected devices.
0009000332440dd424255d0107bb576fcaf060e0e40f2376db65a787f460a0e9,Whole-Home Wi-Fi,You have more than 10 connected devices.
00092299b9f44b53ca3d9f24537d78045954ba2501bb99779fcb49ddd44a6254,Whole-Home Wi-Fi,You have more than 10 connected devices.
00097d8e86d840c9fa2e32baf640d97ed53278aae675f595e5d987d6674e77af,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
00097f0d03b003f846ade2c2127744fa7c24eb25f012f9a822befa40ab62cb7e,Whole-Home Wi-Fi,You have more than 10 connected devices.
0009880b7a218b129bde5fbe55661d021e503d541ad783693ac0b2fc8edf308f,Whole-Home Wi-Fi,You have more than 10 connected devices.
0009a67956924ec056aa3a383caea375fc2c103f1a48d96c0fa64d707c0f099a,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
0009a67956924ec056aa3a383caea375fc2c103f1a48d96c0fa64d707c0f099a,Whole-Home Wi-Fi,You have more than 10 connected devices.
0009b8a730a926c208964585d5cb43453a7ff2a47cac11db9a8c508700ad3136,Whole-Home Wi-Fi,You have more than 10 connected devices.
0009c86de5ec7abbd47f2daef6c8b37e80032f85c40d8f9f9a327b1866979b77,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
0009c86de5ec7abbd47f2daef6c8b37e80032f85c40d8f9f9a327b1866979b77,Whole-Home Wi-Fi,You have more than 10 connected devices.
0009f70fe9b8b23ab0d321691fbb1942e41f23ab312cabbca88f0ca733c3105b,Whole-Home Wi-Fi,You have more than 10 connected devices.
000a08d5b71d02cc6d2157b2a1569e100aa0836a6b19298ba983f2c28344644a,Whole-Home Wi-Fi,You have more than 10 connected devices.
000a0e6d08a4b7ecd4e4f1977be8f243e6cce05be66446607e7f1d9b3e867187,Whole-Home Wi-Fi,You have more than 10 connected devices.
000a17ad8f51abdaf9209b4906b8bac04f3f89df757c4b734e082d7f52d77fdd,Whole-Home Wi-Fi,You have more than 10 connected devices.
000a29335c550ed4258323a67c690f63ac7638011d60e38722cc164963a588eb,Whole-Home Wi-Fi,You have more than 10 connected devices.
000aac283668e5c52beccfe7e3d81eb9ff0e48f20516a64e11b12439803f86b0,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
000aac283668e5c52beccfe7e3d81eb9ff0e48f20516a64e11b12439803f86b0,Whole-Home Wi-Fi,You have more than 10 connected devices.
000ab8a903633a1113c6f70e5a96f19ebdd4381e58a969526c281ea9bae6a70f,Whole-Home Wi-Fi,You have more than 10 connected devices.
000ac0bd80deb4088b1df038f62deaec7946b162b4579a7bb00d951bca1e7e37,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
000ac0bd80deb4088b1df038f62deaec7946b162b4579a7bb00d951bca1e7e37,Whole-Home Wi-Fi,You have more than 10 connected devices.
000af3f6f31fcbe645790afa64fee723444d517390200b9073e26446329e2799,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
000af4f8822d377078a940e5b33c598cf9ba058f509a040256783ef3deee28d3,Whole-Home Wi-Fi,You have more than 10 connected devices.
000b086f732f5d75a38976f1fc9255395894aae7062dbbf4d027388210c26dbd,Whole-Home Wi-Fi,You have more than 10 connected devices.
000b2908143155328d56fe420e96291b1a23589f39b41e6b7d3e0d9e57f557a1,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
000b3af541f243225befb6021da917a6ebdbc6c0cdec531bc9521b057e4670fd,Whole-Home Wi-Fi,You have more than 10 connected devices.
000b4cbf008faf8458be456d2807bf10b1ca3f5d2706672408e52ce4572c95f2,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
000b4cbf008faf8458be456d2807bf10b1ca3f5d2706672408e52ce4572c95f2,Whole-Home Wi-Fi,You have more than 10 connected devices.
000b59e10bac1749cb73f542633a7e1206d4f2f851d7024600b0977eac83fdd7,Whole-Home Wi-Fi,You have more than 10 connected devices.
000b5ed33272b4519a0d5a2d2451c16367604dd346d92c0154683b02c0bb21ae,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
000b5ed33272b4519a0d5a2d2451c16367604dd346d92c0154683b02c0bb21ae,Whole-Home Wi-Fi,You have more than 10 connected devices.
000b696762ad55d26b34150dc54f3ef26461c415a6eb9eb6c7a29f225653ab0e,Whole-Home Wi-Fi,You have more than 10 connected devices.
000b696762ad55d26b34150dc54f3ef26461c415a6eb9eb6c7a29f225653ab0e,Whole-Home Wi-Fi,Your signal strength is weak; Whole-Home Wi-Fi can improve signal coverage.
000b6e383f80c5c068d27dd7f58b22cfc470a0ec347a41f7f493624b05933a99,Whole-Home Wi-Fi,You have more than 10 connected devices.
000b7d17dc9021a72c0ae18801f9a9210eaf72cba4f0435225f6f81b8c2e5760,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
000b7d17dc9021a72c0ae18801f9a9210eaf72cba4f0435225f6f81b8c2e5760,Whole-Home Wi-Fi,You have more than 10 connected devices.
000bbe1897104117e494aef6f8765faacbccd525d7c2807dc7ce2cdf44391ff0,Whole-Home Wi-Fi,You have more than 10 connected devices.
000bbf2a9e83ec8974b528427d8f0ce586716ef07028338003cd3c95e43b50ab,Whole-Home Wi-Fi,You have more than 10 connected devices.
000be5fd5df370bc876e8e1f5f2794b456c18427dd0944a2a2eed849aebd055c,Whole-Home Wi-Fi,You have more than 10 connected devices.
000bef8370909dd5f65e61c47bf08c8f92a8269e19c0ea70ff621b711428db5d,Whole-Home Wi-Fi,You have more than 10 connected devices.
000c4c01ea41302a6b79f443fb4c8ad867780bd4f84a752ab90b960b74a142f7,Whole-Home Wi-Fi,You have more than 10 connected devices.
000c5f367eaef366cb10399dbd6f0ec5d59b403ae649f54294ece3201d6db135,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
000c764eabec6ab387426c34ef0b494dfdaf00fcff4e62e94c2d85696884a75d,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
000c764eabec6ab387426c34ef0b494dfdaf00fcff4e62e94c2d85696884a75d,Whole-Home Wi-Fi,You have more than 10 connected devices.
000c939799cf2ca992e466007b5ca16475989cdce76fb223a6b312a99234772e,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
000c939799cf2ca992e466007b5ca16475989cdce76fb223a6b312a99234772e,Whole-Home Wi-Fi,You have more than 10 connected devices.
000cc0a13169c71fef4900b36c43b0957c5531aa82dd74f8712cfd89820def2b,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
000cda6177cd3d1b9d0b54f5c8ad81058544f31e3add399e0b2a396db64a17a4,Whole-Home Wi-Fi,You have more than 10 connected devices.
000d149b6445f3d917fc50aac753b6c574198bf4694cb51aa6304f1ba2ba7681,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
000d149b6445f3d917fc50aac753b6c574198bf4694cb51aa6304f1ba2ba7681,Whole-Home Wi-Fi,You have more than 10 connected devices.
000d79825625134f83d2e5e2b01d4d8f3cd12b91316672a493feb0c48775bbb0,Whole-Home Wi-Fi,You have more than 10 connected devices.
000d9f078391044991474e24ef4da6b0c0113990f576e509ed1a5664050513ac,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
000d9f078391044991474e24ef4da6b0c0113990f576e509ed1a5664050513ac,Whole-Home Wi-Fi,You have more than 10 connected devices.
000db33e29586262ff36098ab3fcaeb83dee3c84836e0a746b75656889c14a11,Whole-Home Wi-Fi,You have more than 10 connected devices.
000dc19d180b0a4eaab013170439f5e984be05e56d68efa5c71f0eb53591698a,Whole-Home Wi-Fi,You have more than 10 connected devices.
000dc8c812e2808192e0c14dc235cc2a7c9ad823fe28f112f43e438910ccdaee,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
000dc8c812e2808192e0c14dc235cc2a7c9ad823fe28f112f43e438910ccdaee,Whole-Home Wi-Fi,You have more than 10 connected devices.
000dcd5a95180f970a2659c0300a1068c2af20b82d2ebb4aab3c0a30349d2277,Whole-Home Wi-Fi,You have more than 10 connected devices.
000de2ef8304f777d5cf7514523d3a2b3dc7f859588369661fcafa1e78bc80e2,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
000df73ba64a8599aa4b36c58bcf10a0faf9c09a8e109c8835a22ed0db083195,Whole-Home Wi-Fi,You have more than 10 connected devices.
000df7dff8c809095927e8f5e2af726091b3a8b2cec30285bb8840a2d269ea23,Whole-Home Wi-Fi,You have more than 10 connected devices.
000e13c9e3fc10311646ff0c4629720758f5db20b08fd1bd7bda4bcbd823efc2,Whole-Home Wi-Fi,You have more than 10 connected devices.
000e25b77dee95fee4c9c293060a626923df38ea327e4dc65fe8f52229599249,Whole-Home Wi-Fi,You have more than 10 connected devices.
000e276c818db78adae89eeaf8f3a34a07b386ccd28df464ed5b04a17bbca343,Whole-Home Wi-Fi,You have more than 10 connected devices.
000e57e83f161e4ba6458b3e32c00815405c5a005e652b6dd5d30ee664767130,Whole-Home Wi-Fi,You have more than 10 connected devices.
000e684705d23c2ebc810e9cd4502dd301704ee55799f21a42904391f90701d9,Whole-Home Wi-Fi,You have more than 10 connected devices.
000e8465e7af0bef123cedaa87a3e0b49002d4a20d9fc5fd692b6b134fcec795,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
000e8465e7af0bef123cedaa87a3e0b49002d4a20d9fc5fd692b6b134fcec795,Whole-Home Wi-Fi,You have more than 10 connected devices.
000e9af441bfe5a8d7760fbf49a54c0ccd8fc9ded348082065d98ea4e81d961c,Whole-Home Wi-Fi,You have more than 10 connected devices.
000e9e065a3e18ac029def94c5eb6d717605dad40abc4d60f5577cd024ea73b1,Whole-Home Wi-Fi,Your signal strength is weak; Whole-Home Wi-Fi can improve signal coverage.
000ef3a5e335e0aa1beea72ae279814f70968f2ff6e7d74864deabeb4761add0,Whole-Home Wi-Fi,You have more than 10 connected devices.
000ef46724995445f775e67186c8e7a8d66f33c3a107608c61fa048297ddb097,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
000f13987bdaf7bf41f0ab5c4db2c27d603cc2aa1a9b965f6e35e6fab1454c81,Whole-Home Wi-Fi,You have more than 10 connected devices.
000f1752b3fc4f225912a08d5b5149dd980b40a763934ba6818985715bd26107,Whole-Home Wi-Fi,You have more than 10 connected devices.
000f1806d1d59bc2a09f8d28f9b1f8682a905d92e761ab90edb7d2b204b4a49d,Whole-Home Wi-Fi,You have more than 10 connected devices.
000f284681105427c26fe35ede793265a39f359aaedeb1a649e771f3c4086018,Whole-Home Wi-Fi,You have more than 10 connected devices.
000f2cee282f4d48b297b157303982722518eef9523024be103023d623212b41,Whole-Home Wi-Fi,You have more than 10 connected devices.
000f4dcdfe87b5d9f3be29429e76a2a4ccf128e1d7f06796114c21b693de84ce,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
000f4dcdfe87b5d9f3be29429e76a2a4ccf128e1d7f06796114c21b693de84ce,Whole-Home Wi-Fi,You have more than 10 connected devices.
000f53bd6eb6e0caba283343a6ec03affa4cf64fe6c56d8f0e561c1e7ec31b18,Whole-Home Wi-Fi,You have more than 10 connected devices.
000fa736d4701a0bd2f401f653ba838d6dd10d25ffa4d91999b06431d1aaf519,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
000fcaf1b573ac7dae87c20d91e91672bd713c8ee9c08d37e7a3ab4e52eed96b,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
000fcaf1b573ac7dae87c20d91e91672bd713c8ee9c08d37e7a3ab4e52eed96b,Whole-Home Wi-Fi,You have more than 10 connected devices.
000fda66fca5f47ec3630a04269ba77eba4d7930a5a46ba6c69bd07b956d6052,Whole-Home Wi-Fi,You have more than 10 connected devices.
000fe6e9a8498e17beeada3b1bd6a1a443bcbee40586c130617aee4775706dff,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
000fe6e9a8498e17beeada3b1bd6a1a443bcbee40586c130617aee4775706dff,Whole-Home Wi-Fi,You have more than 10 connected devices.
000ff2ea9f55c5e2c0f4c92b87df8f3a462fb77aeba1e00a4534c081db918297,Whole-Home Wi-Fi,You have more than 10 connected devices.
00101e630ed3d92bde0a1323ed790f8fba6029f705607d0b241d1c2c35babafa,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
00101e630ed3d92bde0a1323ed790f8fba6029f705607d0b241d1c2c35babafa,Whole-Home Wi-Fi,You have more than 10 connected devices.
00101e630ed3d92bde0a1323ed790f8fba6029f705607d0b241d1c2c35babafa,Whole-Home Wi-Fi,Your signal strength is weak; Whole-Home Wi-Fi can improve signal coverage.
00102f1ea9f4759ddfe95aabc27f9b98a9d4b6ccede6d9ee06f8a2d38e8174ee,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
00102f1ea9f4759ddfe95aabc27f9b98a9d4b6ccede6d9ee06f8a2d38e8174ee,Whole-Home Wi-Fi,You have more than 10 connected devices.
00102fddd974b62c508d877e1c25847af34828b0f2d421f57c4084d74940b9fe,Whole-Home Wi-Fi,You have more than 10 connected devices.
001063a27806a403910ae7c4b58032ac4c155b6f47bba6ec06df36c536c9ed97,Whole-Home Wi-Fi,You have more than 10 connected devices.
001075c2f188744e43f93618f04cc61e2025fafbdfce776f9c3615c134a575f4,Whole-Home Wi-Fi,You have more than 10 connected devices.
001092ad0dc5c96d04ce4ae44906d520bcfe055f499a5314f9ea5c0c6c076b12,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
001092ad0dc5c96d04ce4ae44906d520bcfe055f499a5314f9ea5c0c6c076b12,Whole-Home Wi-Fi,You have more than 10 connected devices.
0010ad213179d5670c7ae1e48cd37c3bd59a12f47afe4ba23ef8d9e2eafa43a4,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
0010ad213179d5670c7ae1e48cd37c3bd59a12f47afe4ba23ef8d9e2eafa43a4,Whole-Home Wi-Fi,You have more than 10 connected devices.
0010b1fdce858159c2da9cd52950704e12627bdbb67fe6849167a3d7946ce29e,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
0010b4c2009a20703d10415c3811da8573f76d94829b23248375c01e01ce2756,Fiber 1 Gig,Your download speeds exceed 500 Mbps.
0010b4c2009a20703d10415c3811da8573f76d94829b23248375c01e01ce2756,Whole-Home Wi-Fi,Your signal strength is weak; Whole-Home Wi-Fi can improve signal coverage.
