acct_id,extenders,wireless_clients_count,wired_clients_count,rx_avg_bps,tx_avg_bps,rx_p95_bps,tx_p95_bps,rx_max_bps,tx_max_bps,rssi_mean,rssi_median,rssi_max,rssi_min,network_speed,Recommendation 1,Recommendation 2,Recommendation 3
00029bbbbb09d18956c73f60535b8efb8c8fb78b5728fd284a7267142f94cb72,0,6,1,360274.3,28207.35714,2055165.871,76974.22857,3362326.957,693071.9857,-54.3,-58,-28,-83,2000.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 2 Gig
0002e05241c29a395fbaee5df7c0e37d37e64b174a586dfdebbef05726d59a8d,0,10,3,536486.5154,492114.8462,2120710.785,544284.7692,3338349.438,1072049.454,-59.5,-61,-33,-85,500.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 1 Gig
0002f1d4a1a8e635d98b48f2038bb61355ebc8833391a9669c7897eb7f6adf84,0,3,1,735331.275,21852.375,1254765.45,16633.025,4314556.075,1797799.425,-62.4,-61,-58,-68,500.0M,Fiber 2 Gig,Fiber 1 Gig,Fiber 500
000310453daff50859283124b47e28f1fbefeae88943454634db828b4f0805a3,0,35,7,83151.11905,5170.069048,393918.4095,29406.15,1125795.51,88515.73571,-65.9,-67,-41,-80,500.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 2 Gig
00031b7e52352981c804c8f8b996cb1ddd00cbdbea02246b449d03788a1e76c7,0,14,2,399957.0688,14440.28125,1514409.925,37760.31875,2939398.975,594569,-63.9,-65,-35,-85,500.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 2 Gig
0003203bdf21a8bd26b9115ce1d311dca0ac65578f4f2d694035e2250c530b7f,3,12,10,115901.0318,7327.431818,723126.2227,32409.86364,1643997.505,182429.2909,-52.3,-56,-26,-91,1000.0M,Fiber 2 Gig,Fiber 1 Gig,Fiber 500
000322cab6379feb5e107d0610bc022c39ed1d9be7303025cabef354296f3ec0,3,10,4,16373.61429,51388.12143,43340.59286,123820.1143,781663.6714,212976.4214,-64.7,-67,-33,-85,1000.0M,Fiber 2 Gig,Fiber 1 Gig,Fiber 500
00032a9ac2b3b316193abe245a72d125733b3b23058a8347678b50fa1eb96a0d,0,3,1,24817.775,4831.4,89528.85,20583,726078.4,84439.725,-56.7,-54,-38,-76,500.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 2 Gig
0003422a282f18f8b51c9e0d67c62be7c751133b1ce63f4299ad5b07774b775f,1,18,6,132935.05,1738.7125,784535.225,4681.391667,1073879.267,55210.95417,-55.1,-56,-31,-76,500.0M,Fiber 500,Fiber 5 Gig,Fiber 7 Gig
00036a3af92651e4070900cf68a40826696e6cf99a4dc05894516ea0d9091c68,0,25,7,273950.2281,206872.4625,849689.0969,222853.975,2032806.322,259056.9906,-54.2,-57,-18,-85,500.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 2 Gig
0003712599e566d410fd8c8adff4a75cda7f966d3ce21ca96d6b618854eedbf4,0,6,4,1094881.97,1117169.33,2391722.55,1135325.53,5905773.23,1321685.14,-60.5,-67,-26,-86,1000.0M,Whole-Home WiFi,Fiber 7 Gig,Fiber 5 Gig
0003f14b73721746d490a01f64bf5bfa7f1160ad644c08f6f6368e174e64d0ec,1,3,5,105080.6,16250.675,539828.7375,26854.5375,2175927.35,1570769.688,-73.9,-80,-43,-90,1000.0M,Fiber 500,Fiber 5 Gig,Fiber 7 Gig
0003f5f67a32c97edb0c9b347a914ffaa75d3e34ddaa86f9eaa77656032399ab,0,7,1,252782.5,3482.65,1755154.125,17071.375,2280003.55,49934.3375,-68.5,-73,-35,-86,500.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 2 Gig
000436b99a48945437b6ab02effdc4e3f27f53a69e75f98b88cfb925aed3c520,1,15,4,409624.4737,21794.4,1636266,45152.89474,4276606.853,1025484.532,-58.6,-56,-33,-81,1000.0M,Fiber 500,Fiber 5 Gig,Fiber 7 Gig
0004395fd60ea96dd210bb0ad238925169dceeed7662f9c3e9a5bea405855f27,0,15,4,87394.57368,20996.82105,428757.1684,93417.02105,963059.5947,507704.0421,-59.3,-61,-12,-90,1000.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 2 Gig
00044da4b229b7cef68c7fd126055d244fca8d78a0c85cf459e510366f6f8a92,2,29,5,1228115.671,11645.14412,3258255.129,47080.59118,4053177.479,142027.1647,-51.4,-50,-24,-79,500.0M,Fiber 1 Gig,Fiber 500,Fiber 5 Gig
00046030a74407de295158d8f1434585988efc8619c8bc7e970276dce552d48c,0,6,1,175744.2286,5186.9,618870.5857,19580.35714,1541293.186,87055.95714,-70.3,-70,-63,-85,500.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 2 Gig
0004b5e7b8cd1bacd50e3b4df6fab359c037dd4eb5df7368098e4d8faa281215,0,5,3,1118038.375,1522906.55,1416616.675,1536102.413,3357549.975,2520269.1,-65.2,-71,-36,-80,1000.0M,Whole-Home WiFi,Premium Tech Pro,Fiber 7 Gig
0004ba5029431cb998a11972cb78bc9cc904538a5148306afb4bd8f567cd0d9b,2,22,7,332211.2621,24103.77586,1430535.962,96745.94138,3108521.662,361068.0172,-48.3,-48,-16,-84,500.0M,Fiber 1 Gig,Fiber 500,Fiber 5 Gig
0004bcd01c08bfaaa6f105ea2f7c7cb8457523fe67082c37b6cfc537f5b0e854,0,6,1,544838.8286,16771.22857,1705288.957,59885.14286,4065253.657,214021.7857,-52.7,-54,-32,-73,500.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 2 Gig
0004c41e45302a67a6d77160ce81e8737c5842e06738f5a0138b18b7ac37217a,1,5,3,617397.8125,10619.6875,1203746.525,29265.1625,1692638.05,52471.225,-50.9,-71,-10,-89,1000.0M,Fiber 500,Fiber 5 Gig,Fiber 7 Gig
0004d39a1eae5f793694c2c3578238204acefec18ae56f3f32b1a02bc5f22055,0,14,4,701379.2944,64844.93889,3157191.094,451357.8056,3899186.539,1072783.25,-66.5,-70,-39,-90,1000.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 2 Gig
000529f823553b7b2d0988a116d65d59bfc7473545f6b69027f74978a80cb35b,1,8,3,304846.7455,60638.80909,1763758.464,480124.8818,4555443.191,998291.9455,-51.7,-49,-30,-83,500.0M,Fiber 500,Fiber 5 Gig,Fiber 7 Gig
00053634669982677365095b53455523c09ad8be4dcc768b84385960d3b2f7c5,1,6,3,331468.6889,6225.611111,1655479.189,22472.21111,2436286.9,86971.44444,-56.9,-57,-42,-82,1000.0M,Fiber 500,Fiber 5 Gig,Fiber 7 Gig
000545eaa8c8a27b063441737f2def57fd781edbd9be2dcaee81c88ce661005e,1,10,6,103814.0875,8493.09375,391115.6875,53526.44375,1882393.438,142617.3313,-53.5,-56,-37,-78,1000.0M,Fiber 500,Fiber 5 Gig,Fiber 7 Gig
000547a4c18f593f487ac007ca854b8274d3385ce8851df9f740c32e6d485d98,0,10,5,757333.3133,14515.62667,2001128.18,39246.40667,3273522.793,125807.4933,-61.1,-60,-41,-88,2000.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 2 Gig
00054ac4912e17bb90782ee06bdb4f8beb3bb2525525138d991364cc11928226,0,1,1,135.7,272.05,204.35,308.95,515.65,6848.2,-76,-76,-74,-77,500.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 2 Gig
0005662eb5b860331c1dc828171a60aad4b1102e7f439f9bc7211d0c7d39a5b0,1,7,8,257595.1333,17384.78,1126826.447,66289.12,1789878.987,372688.3733,-63.5,-63,-47,-86,2000.0M,Fiber 500,Fiber 5 Gig,Fiber 7 Gig
00056b6d79b45300273c4a9466a708126f86b73bfaaf14a63020538e8449dfe4,2,11,7,255060.3833,349379.4778,784890.9722,386514.5222,3454292.539,1082483.033,-53.9,-57,-31,-80,500.0M,Fiber 1 Gig,Fiber 500,Fiber 5 Gig
0005bc766c93c21c069152d4c91aea2590cd0a69375e82de204cde9ba7168379,0,29,3,444899.0531,238083.2469,1503748.528,416673.0094,5282134.466,576201.1813,-64.3,-66,-39,-85,500.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 2 Gig
0005c8e8c2a197aafdcb2a12278eeb77a89347f811a05a4997ac3904afeae909,0,16,5,316950.2619,134145.4619,1761016.71,820465.6524,3577439.205,4701343.962,-55.6,-53,-33,-81,1000.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 2 Gig
0005cb18674a5d64cb9be8198e85f267f23ed4fcab1381ed39e76f17820dae81,0,13,2,120089.72,7190.586667,569385.6133,34916.44667,2425802.28,199239.5333,-61.9,-63,-31,-92,500.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 2 Gig
0005ef9a15a55846af9ea452bcad1f749053d7aa6192223ef99eafa179272025,0,7,3,184284.92,14898.48,518764.19,44609.83,1574188.67,77656.24,-55.7,-56,-43,-88,1000.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 2 Gig
000617259efccc6c59f2a41b385adc66772f0f3b1794b1f59ae3bbf7b7b5e176,0,7,2,361619,675639.6222,944357.7889,687837.9778,1529523.922,747092.7444,-55.7,-56,-26,-90,500.0M,Fiber 7 Gig,Fiber 5 Gig,Premium Tech Pro
00061c654ba4beea24266549519928538b8d64d70932c1b9c819c8ca85759490,1,31,7,206118.0553,9610.905263,627930.6237,18187.56842,4814131.35,371360.2763,-56,-57,-27,-76,1000.0M,Fiber 500,Fiber 5 Gig,Fiber 7 Gig
00064c1791ebc148f2ee285ed4d00d0679d23632c09700f55d40c9f8dfda0ff4,0,8,0,189002.95,60374.7,1186149.138,568680.5125,2287571.538,1494189.513,-57.4,-52,-35,-87,500.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 2 Gig
00064f41f0b2077d60a8ab8d0b3db0e0a3fc54e6f35b1f3db882c2a500b4aa05,0,3,1,605110.95,12279.35,1700303.575,33117.125,3227854.55,88404.375,-56.1,-55,-47,-71,500.0M,Fiber 2 Gig,Fiber 1 Gig,Fiber 500
00065d16ee9925b4ba0db70e46c1c76917b8cdeaf16d3576af51be48191551c7,2,21,7,393410.5286,433243.8607,1112066.125,450279.1357,1725833.996,494916.4321,-60.4,-62,-30,-89,1000.0M,Fiber 1 Gig,Fiber 500,Fiber 5 Gig
00066d27b47ecc82f8097701b5f36247336cdc1afe40aae0b92c1d2dd69fec6e,1,13,4,73270.47647,4020.235294,304243.3176,17368.79412,1041251.906,52248.09412,-52.8,-52,-33,-79,1000.0M,Fiber 500,Fiber 5 Gig,Fiber 7 Gig
000681e817ca1af92f83c0eb43d241ee47e7edbb3826d33d1dd8b80406000f16,1,21,6,73760.92593,19863.11111,354739.6222,123721.3926,1766153.511,355579.5815,-61.9,-62,-41,-83,1000.0M,Fiber 500,Fiber 5 Gig,Fiber 7 Gig
0006b27072c3e707893675bff544a2486d931b25a4b11e735156577f207f56b7,2,17,10,279565.9259,10733.77407,871181.2963,31397.62593,1731105.833,54871.50741,-59.6,-60,-33,-86,2000.0M,Fiber 1 Gig,Fiber 500,Fiber 5 Gig
0006b4c3fa844242905f265e1ec7c65401aeb4cea083284445005e3c3c2a2387,2,11,6,144798.6529,18053.47059,917383.3235,90236.36471,2677015.818,338971.3353,-59.6,-64,-38,-76,100.0M,Fiber 1 Gig,Fiber 500,Fiber 5 Gig
0006b8029ff3a33552af864612d5b863a1bda23a24ae94c21737db05d914632f,0,1,1,390468.3,8867.8,827522,16976.35,827522,16976.35,-43,-43,-43,-43,500.0M,Fiber 2 Gig,Fiber 500,Fiber 1 Gig
0006bb81bf92d29f5848a7cfd366f65f3a065130bc2e558b134c4d089530b0e9,0,23,2,28847.512,11681.412,128083.56,48105.248,886426.404,348728.068,-63.2,-64,-35,-86,500.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 2 Gig
0006c6053ec49533e39f29fb1dd455a001c03c636c7fbcb5b9560fbcb479b1d4,0,5,3,1199032.375,1382252.613,1922913.463,1389753.263,3025441.775,1458200.625,-35.8,-39,-13,-68,1000.0M,Whole-Home WiFi,Fiber 7 Gig,Premium Tech Pro
0006f5bb5a6bb372c3a2047f44d5adb8cfbaaa5f6b70c6ae44eaf93f0bbf887e,0,15,9,558736.025,1190255.142,1106042.079,1267956.446,2858688.438,1362279.563,-63.9,-65,-44,-85,2000.0M,Whole-Home WiFi,Fiber 5 Gig,Fiber 7 Gig
000700f63c152f4323b92034451b2e1a5aba369e49b296da1df66938b962ef0c,1,43,2,268763.7711,54082.32667,733376.78,276374.7467,1858440.8,648988.4689,-58.3,-61,-24,-85,1000.0M,Fiber 500,Fiber 5 Gig,Fiber 7 Gig
00070294d0a456c26dcaf93d50c6a2aee02acff8a124bdbb5ed0db2c29658612,1,22,6,196485.8107,19257.56429,695462.7571,63609.84643,1890412.432,482482.3536,-68.7,-71,-46,-86,500.0M,Fiber 500,Fiber 5 Gig,Fiber 7 Gig
00070d4c58e9d598a697f22b8e531a923b1fca91f3201c861a878807cb64704f,1,5,4,47650.06667,1694.4,191615.8444,8304.533333,1412668.7,19458.53333,-54,-59,-33,-74,1000.0M,Fiber 500,Fiber 5 Gig,Fiber 7 Gig
000714c8b33086ffa6583fc39ad0599768ffe43934fd3d392d596e2a7ad88dd3,2,17,7,437423.5458,278600.4792,534856.0167,286655.1042,822797.5792,292844.2708,-51.9,-51,-32,-77,1000.0M,Fiber 1 Gig,Fiber 500,Fiber 5 Gig
000719819723276c256b49f5b732daf0f1991b5c2267e30522ab6e229a8c14e7,0,1,2,1174901.067,124916.8,3604570.4,214250.0333,8506007.2,5451164.833,-70.5,-70,-69,-73,1000.0M,Fiber 500,Fiber 2 Gig,Fiber 1 Gig
00074777b9dc87c04d5c2730f103117c2c977b9b2d3e6dfa1e07249b0bca7a2d,1,14,5,208288.9842,14812.13684,787535.8316,33097.34211,1573434.505,676300.6632,-50.1,-52,-21,-75,1000.0M,Fiber 500,Fiber 5 Gig,Fiber 7 Gig
00074a3eac3f7408fa8b8a366bdaa5718d58dc540a2eaba67eb8c1b271f3a5a7,1,24,7,206111.1258,19126.92903,1338611.513,22814.60645,3956229.555,1181003.484,-48.8,-51,-30,-72,1000.0M,Fiber 500,Fiber 5 Gig,Fiber 7 Gig
0007554686fa53d89f5dfb0197a3b8f057f7c977977aaee80daa4f7be420945a,0,14,1,205609.76,404243.22,418489.82,422288.0533,1585158.167,444770.9667,-61.2,-58,-46,-86,500.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 1 Gig
000759ee9c9894c7bfe2fa8a5916339ad8e23dcbc8a32b5a3095f33dc67bba1d,0,8,3,106910.7273,17040.35455,434976.6818,69428.4,890465.2,317039.6182,-48.3,-45,-33,-75,500.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 2 Gig
000778c96a885891d2f2834b3e23ed0c3ea6cca2d5d4ee550bd6f9acda75dd76,2,35,12,1267470.928,261292.5787,2929431.179,327252.2298,4179344.809,469339.634,-58.7,-59,-9,-82,1000.0M,Fiber 1 Gig,Fiber 500,Fiber 5 Gig
0007a4c6179d9086a6c4b491e24b92505bf585e9e72eee1c488dc6fb98a9162b,1,13,4,646758.5,13681.84118,1943975.429,55602.26471,2496426.082,174642,-65.3,-66,-48,-86,1000.0M,Fiber 500,Fiber 5 Gig,Fiber 7 Gig
0007b34e809a61cb5ae16dde03bc1007644f87d17efc0380f84c2193dfe2caf1,0,7,4,1079420.518,1108774.836,2568207.791,1155898.073,3675407.427,1316202.891,-47.7,-44,-18,-85,1000.0M,Whole-Home WiFi,Fiber 7 Gig,Fiber 5 Gig
0007c239cd69d480c0987746db265a95728bbebabdc175e1f7b5a6c9c55937d6,1,12,6,260731.7944,350860.8611,972603.4722,356066.55,1521341.233,997453.7556,-62.4,-61,-38,-83,500.0M,Fiber 500,Fiber 5 Gig,Fiber 7 Gig
0007d0ba69f66ca0d3caa6ce71f9baa2ee6e78f7ffab7fb2e24fefba41dc6f52,1,10,4,147213.0071,9295.628571,836306.9786,19942.41429,2747857.193,301708.6143,-52.3,-55,-13,-76,1000.0M,Fiber 500,Fiber 5 Gig,Fiber 7 Gig
00080b64d52eba0df528c5f2d02f9067e038ed938f558882004de7b870760a08,3,10,6,40278.625,12720.79375,229492.725,84405.93125,892176.3688,274935.7875,-60.1,-62,-42,-73,1000.0M,Fiber 2 Gig,Fiber 1 Gig,Fiber 500
00080dae34fdea17aece1619993ef362ea9194a4f3aa9f020519f7e63cc2a5fb,0,7,3,907318.39,1119105.66,1907446.71,1137724.58,2616834.21,1218070.88,-55.5,-51,-38,-87,1000.0M,Whole-Home WiFi,Fiber 7 Gig,Premium Tech Pro
000810156aa7f546b5d7f83c967fd5269268afa55b41d809498e53f3af8b191a,0,3,2,103853.44,6070.62,377688.62,14980.62,637267.98,23148.72,-50.1,-51,-35,-72,500.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 2 Gig
000812a07765e3c9b4fda28aa81aa0b6f0b628b2a129ffceac2ce2a2a0b9efaf,0,11,4,810834.6467,820495.02,5014604.667,867419.0467,7516531.88,1264087.08,-68,-67,-57,-90,1000.0M,Fiber 7 Gig,Fiber 5 Gig,Fiber 1 Gig
000817cdb722d7f82af4326475520fecaf52ecc2070999170c83ac15216748af,0,12,4,371767.7125,12684.18125,1442539.931,48224.05625,2376720.975,88422.83125,-69.1,-70,-46,-88,1000.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 2 Gig
00081e804d735aed4f0512bb2a73d11746c196d7979bf13c247a878589079bef,1,8,5,718325.8846,934477.5692,2212345.031,965305.8923,5460279.692,1085890.415,-46.8,-49,-26,-74,1000.0M,Fiber 500,Fiber 7 Gig,Fiber 5 Gig
000821070c27e873ce8b0d76500fa7293a3b4c466086f2ef00ab1c3063bdf41c,0,12,4,414020.0438,395794.2625,1098241.625,513018.4938,1923994.063,659683.8625,-58.1,-52,-38,-87,500.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 1 Gig
000847a9d3db81ee82e2d70f0da9953fc263fec8f2f02e71cae3bde65c420064,1,16,4,582213.205,11052.67,1844544.62,35058.58,3221824.36,86278.215,-56.1,-57,-39,-75,100.0M,Fiber 500,Fiber 5 Gig,Fiber 7 Gig
00085d95d1105dfe72b5c69bbc57dc52e44350e8eaa906574e69a6fbd5cec41e,0,19,3,105436.9273,6481.086364,417250.0182,19426.15,756724.5818,124148.4909,-56.1,-57,-30,-86,500.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 2 Gig
0008669a6e95eed407daa81d848b81065a35c66d57f2e68932f3bda2585dceef,0,4,2,120495.8167,18879.86667,754031.6,32757.15,1506747.95,1098443.183,-68.6,-70,-60,-80,500.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 2 Gig
00088250a596ef8c4cdc118c6974e1111cc37ef709ae15d2ce2b671fca652d0f,1,12,10,96903.18182,11059.62273,515162.1682,20151.08636,945844.6182,322877.6591,-55.2,-57,-29,-76,500.0M,Fiber 500,Fiber 5 Gig,Fiber 7 Gig
0008d7379e7253a65bb2f2c697f626f9402bd295eb309accaa99ed748086ee31,1,10,6,114799.1688,5985.225,515331.6188,13975.2375,980369.4125,83669.5375,-55.8,-60,-32,-84,1000.0M,Fiber 500,Fiber 5 Gig,Fiber 7 Gig
0008fa7db4aafbc470e1e110f7c4ebc63cd53fc5207f9c39ad4c4b4d68cbcb78,0,5,6,849776.3182,1108173.764,1581471.527,1193271.345,4656287.673,1304210.827,-56.5,-59,-27,-88,500.0M,Whole-Home WiFi,Fiber 7 Gig,Fiber 5 Gig
0009000332440dd424255d0107bb576fcaf060e0e40f2376db65a787f460a0e9,1,10,3,105473.5154,5891.146154,278962.4846,9736.146154,853790.7923,115872.4462,-56.5,-53,-40,-83,1000.0M,Fiber 500,Fiber 5 Gig,Fiber 7 Gig
00092299b9f44b53ca3d9f24537d78045954ba2501bb99779fcb49ddd44a6254,1,17,7,122078.9,6709.7875,537221.6917,20626.65833,1654541.696,116575.075,-64.5,-64,-40,-85,2000.0M,Fiber 500,Fiber 5 Gig,Fiber 7 Gig
00095c4b41a64d7285560baa5ad68d381af68cd408858bbe983e1b004bdb5a9a,2,3,6,7336.7,8327.266667,19409.84444,32381.88889,191322.7,67482.25556,-33.7,-31,-5,-92,500.0M,Fiber 1 Gig,Fiber 500,Fiber 5 Gig
00096e521ec84fe0379f3b49e396c565e0a315f800156f0cbb4abebd252506fb,0,2,2,264729.725,97902.475,1339242.825,911169.625,3465091.225,1074989.725,-65.3,-67,-51,-78,500.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 1 Gig
00097d8e86d840c9fa2e32baf640d97ed53278aae675f595e5d987d6674e77af,0,8,1,872398.4778,20343.85556,2766470.222,55120.05556,4551133.878,135086.7889,-58.5,-70,-20,-90,500.0M,Fiber 5 Gig,Fiber 7 Gig,Fiber 2 Gig
00097f0d03b003f846ade2c2127744fa7c24eb25f012f9a822befa40ab62cb7e,1,8,3,49681.95455,2822.972727,273607.5818,7257.409091,495923.2455,66321.21818,-57.2,-60,-20,-84,1000.0M,Fiber 500,Fiber 5 Gig,Fiber 7 Gig
